player_id,full_name,position,year,ovr
00-0031344,Cody Latimer,WR,2020,74
00-0036058,Cedrick Lattimore,DL,,
00-0028600,Jamari Lattimore,LB,2016,70
00-0033874,Marshon Lattimore,DB,2017,76
00-0033874,Marshon Lattimore,DB,2018,90
00-0033874,Marshon Lattimore,DB,2019,87
00-0033874,Marshon Lattimore,DB,2020,86
00-0033874,Marshon Lattimore,DB,2021,88
00-0033874,Marshon Lattimore,DB,2022,91
00-0033874,Marshon Lattimore,DB,2023,90
00-0038564,Cameron Latu,TE,2023,65
00-0039340,Laiatu Latu,DL,,
00-0039407,Dylan Laube,RB,,
00-0033500,Andrew Lauderdale,OL,,
00-0036722,Nolan Laufenberg,OL,,
00-0034369,Kyle Lauletta,QB,2018,71
00-0034369,Kyle Lauletta,QB,2019,62
00-0034369,Kyle Lauletta,QB,2020,56
00-0034089,Tomasi Laulile,DL,,
00-0039423,Jonah Laulu,DL,,
00-0039799,Sataoa Laumea,OL,,
00-0027011,James Laurinaitis,LB,2016,73
00-0027694,Shawn Lauvao,OL,2016,74
00-0027694,Shawn Lauvao,OL,2017,71
00-0027694,Shawn Lauvao,OL,2018,70
00-0029390,Cordarro Law,LB,,
00-0034813,Justin Lawler,LB,2018,66
00-0034813,Justin Lawler,LB,2019,65
00-0034813,Justin Lawler,LB,2020,64
00-0034813,Justin Lawler,LB,2022,63
00-0032453,Kenny Lawler,WR,2016,64
00-0032453,Kenny Lawler,WR,2017,66
00-0030198,Cameron Lawrence,LB,,
00-0031411,Demarcus Lawrence,DL,2016,81
00-0031411,Demarcus Lawrence,DL,2017,79
00-0031411,Demarcus Lawrence,DL,2018,91
00-0031411,Demarcus Lawrence,DL,2019,89
00-0031411,Demarcus Lawrence,DL,2020,89
00-0031411,Demarcus Lawrence,DL,2021,91
00-0031411,Demarcus Lawrence,DL,2022,90
00-0031411,Demarcus Lawrence,DL,2023,90
00-0033751,Des Lawrence,DB,,
00-0033501,Devaroe Lawrence,DL,2018,63
00-0033501,Devaroe Lawrence,DL,2019,58
00-0033501,Devaroe Lawrence,DL,2020,61
00-0035683,Dexter Lawrence,DL,2019,76
00-0035683,Dexter Lawrence,DL,2020,77
00-0035683,Dexter Lawrence,DL,2021,80
00-0035683,Dexter Lawrence,DL,2022,79
00-0035683,Dexter Lawrence,DL,2023,94
00-0031009,Rashad Lawrence,WR,2016,59
00-0036373,Rashard Lawrence,DL,2020,64
00-0036373,Rashard Lawrence,DL,2021,65
00-0036373,Rashard Lawrence,DL,2022,65
00-0036373,Rashard Lawrence,DL,2023,67
00-0036971,Trevor Lawrence,QB,2021,74
00-0036971,Trevor Lawrence,QB,2022,76
00-0036971,Trevor Lawrence,QB,2023,82
00-0032988,Nile Lawrence-Stample,DL,2017,70
00-0033463,Carl Lawson,DL,2017,66
00-0033463,Carl Lawson,DL,2018,82
00-0033463,Carl Lawson,DL,2019,81
00-0033463,Carl Lawson,DL,2020,80
00-0033463,Carl Lawson,DL,2021,83
00-0033463,Carl Lawson,DL,2022,83
00-0033463,Carl Lawson,DL,2023,80
00-0024237,Manny Lawson,LB,2016,71
00-0031176,Nevin Lawson,DB,2016,70
00-0031176,Nevin Lawson,DB,2017,80
00-0031176,Nevin Lawson,DB,2018,74
00-0031176,Nevin Lawson,DB,2019,75
00-0031176,Nevin Lawson,DB,2020,73
00-0031176,Nevin Lawson,DB,2021,72
00-0033096,Shaq Lawson,DL,2016,75
00-0033096,Shaq Lawson,DL,2017,76
00-0033096,Shaq Lawson,DL,2018,77
00-0033096,Shaq Lawson,DL,2019,78
00-0033096,Shaq Lawson,DL,2020,75
00-0033096,Shaq Lawson,DL,2022,72
00-0033096,Shaq Lawson,DL,2023,73
00-0035650,Justin Layne,DB,2019,69
00-0035650,Justin Layne,DB,2020,70
00-0035650,Justin Layne,DB,2021,70
00-0035650,Justin Layne,DB,2022,70
00-0037468,Raheem Layne,DB,2023,61
00-0034521,Allen Lazard,WR,2018,64
00-0034521,Allen Lazard,WR,2019,64
00-0034521,Allen Lazard,WR,2020,71
00-0034521,Allen Lazard,WR,2021,76
00-0034521,Allen Lazard,WR,2022,77
00-0034521,Allen Lazard,WR,2023,78
00-0032581,Cre'von LeBlanc,DB,2017,71
00-0032581,Cre'von LeBlanc,DB,2018,75
00-0032581,Cre'von LeBlanc,DB,2019,73
00-0032581,Cre'von LeBlanc,DB,2020,75
00-0032581,Cre'von LeBlanc,DB,2022,72
00-0036641,Richard LeCounte,DB,2021,65
00-0036641,Richard LeCounte,DB,2022,65
00-0036641,Richard LeCounte,DB,2023,63
00-0036117,Benny LeMay,RB,,
00-0029666,Josh LeRibeus,OL,2016,67
00-0029666,Josh LeRibeus,OL,2017,69
00-0029666,Josh LeRibeus,OL,2018,66
00-0032349,Marcus Leak,WR,,
00-0035868,Javon Leake,RB,,
00-0037759,DeMarvin Leal,DL,2022,68
00-0037759,DeMarvin Leal,DL,2023,66
00-0033458,Javarius Leamon,OL,,
00-0039801,Devin Leary,QB,,
00-0029010,Ronald Leary,OL,2016,75
00-0029010,Ronald Leary,OL,2017,83
00-0029010,Ronald Leary,OL,2018,82
00-0029010,Ronald Leary,OL,2019,80
00-0036892,Alex Leatherwood,OL,2021,72
00-0036892,Alex Leatherwood,OL,2022,71
00-0036892,Alex Leatherwood,OL,2023,65
00-0034726,Dallin Leavitt,DB,2019,62
00-0034726,Dallin Leavitt,DB,2020,63
00-0034726,Dallin Leavitt,DB,2021,63
00-0034726,Dallin Leavitt,DB,2022,63
00-0034726,Dallin Leavitt,DB,2023,63
00-0033582,Jeremiah Ledbetter,DL,2017,63
00-0033582,Jeremiah Ledbetter,DL,2018,71
00-0033582,Jeremiah Ledbetter,DL,2019,67
00-0033582,Jeremiah Ledbetter,DL,2020,66
00-0033582,Jeremiah Ledbetter,DL,2022,66
00-0033582,Jeremiah Ledbetter,DL,2023,66
00-0035343,Jonathan Ledbetter,DL,2019,63
00-0035343,Jonathan Ledbetter,DL,2022,62
00-0035343,Jonathan Ledbetter,DL,2023,65
00-0033502,Cameron Lee,OL,,
00-0033147,Darron Lee,LB,2016,73
00-0033147,Darron Lee,LB,2017,72
00-0033147,Darron Lee,LB,2018,73
00-0033147,Darron Lee,LB,2019,73
00-0033973,Elijah Lee,LB,2017,65
00-0033973,Elijah Lee,LB,2018,68
00-0033973,Elijah Lee,LB,2019,66
00-0033973,Elijah Lee,LB,2020,66
00-0033973,Elijah Lee,LB,2021,64
00-0033973,Elijah Lee,LB,2022,64
00-0032730,Eric Lee,DL,2018,68
00-0032730,Eric Lee,DL,2019,65
00-0032559,Jay Lee,WR,2016,60
00-0031922,Khari Lee,TE,2016,67
00-0031922,Khari Lee,TE,2017,72
00-0031922,Khari Lee,TE,2018,71
00-0031922,Khari Lee,TE,2020,63
00-0039389,Logan Lee,DL,,
00-0031431,Marqise Lee,WR,2016,71
00-0031431,Marqise Lee,WR,2017,80
00-0031431,Marqise Lee,WR,2018,82
00-0031431,Marqise Lee,WR,2019,80
00-0031431,Marqise Lee,WR,2020,77
00-0033956,Marquel Lee,LB,2017,63
00-0033956,Marquel Lee,LB,2018,69
00-0033956,Marquel Lee,LB,2019,72
00-0033956,Marquel Lee,LB,2020,72
00-0033956,Marquel Lee,LB,2021,69
00-0033956,Marquel Lee,LB,2022,68
00-0039426,Matt Lee,OL,2016,63
00-0031673,Mike Lee,DB,2017,65
00-0031673,Mike Lee,DB,2018,67
00-0031673,Mike Lee,DB,2019,56
00-0038776,Ricky Lee,OL,,
00-0027663,Sean Lee,LB,2016,89
00-0027663,Sean Lee,LB,2017,91
00-0027663,Sean Lee,LB,2018,96
00-0027663,Sean Lee,LB,2019,84
00-0027663,Sean Lee,LB,2020,76
00-0034416,Tanner Lee,QB,2018,61
00-0034416,Tanner Lee,QB,2019,46
00-0039342,Xavier Legette,WR,,
00-0033953,Jordan Leggett,TE,2017,72
00-0033953,Jordan Leggett,TE,2018,71
00-0033953,Jordan Leggett,TE,2019,70
00-0033953,Jordan Leggett,TE,2020,62
00-0034937,John Leglue,OL,2020,54
00-0034937,John Leglue,OL,2021,57
00-0034937,John Leglue,OL,2022,58
00-0034937,John Leglue,OL,2023,59
00-0025829,Doug Legursky,OL,,
00-0030217,Tim Lelito,OL,2016,77
00-0030217,Tim Lelito,OL,2017,70
00-0036397,Shane Lemieux,OL,2020,61
00-0036397,Shane Lemieux,OL,2021,68
00-0036397,Shane Lemieux,OL,2022,67
00-0036397,Shane Lemieux,OL,2023,65
00-0032026,Cyril Lemon,OL,,
00-0030518,Corey Lemonier,LB,2016,66
00-0030518,Corey Lemonier,LB,2017,65
00-0035906,Jessie Lemonier,LB,2020,60
00-0035906,Jessie Lemonier,LB,2021,58
00-0035906,Jessie Lemonier,LB,2022,57
00-0031788,Matt Lengel,TE,2017,69
00-0031788,Matt Lengel,TE,2018,68
00-0031788,Matt Lengel,TE,2020,60
00-0031095,Charles Leno Jr.,OL,2016,68
00-0031095,Charles Leno Jr.,OL,2016,68
00-0031095,Charles Leno Jr.,OL,2017,73
00-0031095,Charles Leno Jr.,OL,2017,73
00-0031095,Charles Leno Jr.,OL,2018,79
00-0031095,Charles Leno Jr.,OL,2018,79
00-0031095,Charles Leno Jr.,OL,2019,83
00-0031095,Charles Leno Jr.,OL,2019,83
00-0031095,Charles Leno Jr.,OL,2020,81
00-0031095,Charles Leno Jr.,OL,2020,81
00-0031095,Charles Leno Jr.,OL,2021,79
00-0031095,Charles Leno Jr.,OL,2021,79
00-0031095,Charles Leno Jr.,OL,2022,80
00-0031095,Charles Leno Jr.,OL,2022,80
00-0031095,Charles Leno Jr.,OL,2023,82
00-0031095,Charles Leno Jr.,OL,2023,82
00-0031095,Charles Leno,OL,2016,68
00-0031095,Charles Leno,OL,2016,68
00-0031095,Charles Leno,OL,2017,73
00-0031095,Charles Leno,OL,2017,73
00-0031095,Charles Leno,OL,2018,79
00-0031095,Charles Leno,OL,2018,79
00-0031095,Charles Leno,OL,2019,83
00-0031095,Charles Leno,OL,2019,83
00-0031095,Charles Leno,OL,2020,81
00-0031095,Charles Leno,OL,2020,81
00-0031095,Charles Leno,OL,2021,79
00-0031095,Charles Leno,OL,2021,79
00-0031095,Charles Leno,OL,2022,80
00-0031095,Charles Leno,OL,2022,80
00-0031095,Charles Leno,OL,2023,82
00-0031095,Charles Leno,OL,2023,82
00-0036563,Deommodore Lenoir,DB,2021,66
00-0036563,Deommodore Lenoir,DB,2022,67
00-0036563,Deommodore Lenoir,DB,2023,75
00-0033992,Lance Lenoir,WR,2019,63
00-0030135,Josh Lenz,WR,2016,58
00-0036446,Matt Leo,DL,,
00-0038404,Titus Leo,DL,2023,65
00-0034846,Darius Leonard,LB,2018,72
00-0034846,Darius Leonard,LB,2019,84
00-0034846,Darius Leonard,LB,2020,85
00-0034846,Darius Leonard,LB,2021,88
00-0034846,Darius Leonard,LB,2022,90
00-0034846,Darius Leonard,LB,2023,86
00-0034846,Shaquille Leonard,LB,2018,72
00-0034846,Shaquille Leonard,LB,2019,84
00-0034846,Shaquille Leonard,LB,2020,85
00-0034846,Shaquille Leonard,LB,2021,88
00-0034846,Shaquille Leonard,LB,2022,90
00-0034846,Shaquille Leonard,LB,2023,86
00-0037320,Deane Leonard,DB,2022,65
00-0037320,Deane Leonard,DB,2023,65
00-0034379,Rick Leonard,OL,2018,65
00-0034379,Rick Leonard,OL,2019,55
00-0034379,Rick Leonard,OL,2020,55
00-0034379,Rick Leonard,OL,2021,55
00-0034379,Rick Leonard,OL,2022,55
00-0038782,Eku Leota,LB,,
00-0031801,Jordan Leslie,WR,2018,64
00-0036800,Pier-Olivier Lestage,OL,,
00-0038194,Kohl Levao,OL,,
00-0039301,Devere Levelston,DL,,
00-0036105,Nick Leverett,OL,2021,59
00-0036105,Nick Leverett,OL,2022,59
00-0036105,Nick Leverett,OL,2023,68
00-0039755,KT Leveston,OL,,
00-0033793,Corey Levin,OL,2017,67
00-0033793,Corey Levin,OL,2018,66
00-0033793,Corey Levin,OL,2019,58
00-0033793,Corey Levin,OL,2020,58
00-0033793,Corey Levin,OL,2021,59
00-0033793,Corey Levin,OL,2022,61
00-0033793,Corey Levin,OL,2023,63
00-0027539,Anthony Levine,DB,2016,71
00-0027539,Anthony Levine,DB,2017,70
00-0027539,Anthony Levine,DB,2018,78
00-0027539,Anthony Levine,DB,2019,76
00-0027539,Anthony Levine,DB,2020,74
00-0027539,Anthony Levine,DB,2021,74
00-0039152,Will Levis,QB,2023,69
00-0027027,Andy Levitre,OL,2016,80
00-0027027,Andy Levitre,OL,2017,84
00-0027027,Andy Levitre,OL,2018,79
00-0034196,Andre Levrone,WR,,
00-0027050,DeAndre Levy,LB,2016,87
00-0031442,Taylor Lewan,OL,2016,83
00-0031442,Taylor Lewan,OL,2017,88
00-0031442,Taylor Lewan,OL,2018,85
00-0031442,Taylor Lewan,OL,2019,81
00-0031442,Taylor Lewan,OL,2020,84
00-0031442,Taylor Lewan,OL,2021,82
00-0031442,Taylor Lewan,OL,2022,81
00-0036092,Brian Lewerke,QB,2020,54
00-0032407,Alex Lewis,OL,2016,69
00-0032407,Alex Lewis,OL,2017,70
00-0032407,Alex Lewis,OL,2018,70
00-0032407,Alex Lewis,OL,2019,73
00-0032407,Alex Lewis,OL,2020,72
00-0035357,Cam Lewis,DB,2021,63
00-0035357,Cam Lewis,DB,2022,63
00-0035357,Cam Lewis,DB,2023,66
00-0035357,Cameron Lewis,DB,2021,63
00-0035357,Cameron Lewis,DB,2022,63
00-0035357,Cameron Lewis,DB,2023,66
00-0036417,Damien Lewis,OL,2020,66
00-0036417,Damien Lewis,OL,2021,72
00-0036417,Damien Lewis,OL,2022,72
00-0036417,Damien Lewis,OL,2023,77
00-0032070,Dezmin Lewis,WR,2017,65
00-0028087,Dion Lewis,RB,2016,80
00-0028087,Dion Lewis,RB,2017,82
00-0028087,Dion Lewis,RB,2018,87
00-0028087,Dion Lewis,RB,2019,84
00-0028087,Dion Lewis,RB,2020,77
00-0034998,Donnie Lewis,DB,2019,61
00-0034998,Donnie Lewis,DB,2020,62
00-0034998,Donnie Lewis,DB,2022,62
00-0033928,Jourdan Lewis,DB,2017,75
00-0033928,Jourdan Lewis,DB,2018,79
00-0033928,Jourdan Lewis,DB,2019,74
00-0033928,Jourdan Lewis,DB,2020,77
00-0033928,Jourdan Lewis,DB,2021,76
00-0033928,Jourdan Lewis,DB,2022,77
00-0033928,Jourdan Lewis,DB,2023,77
00-0026903,Keenan Lewis,DB,2016,75
00-0030836,Keith Lewis,DB,,
00-0027736,Kendrick Lewis,DB,2016,79
00-0027736,Kendrick Lewis,DB,2018,74
00-0033477,LaTroy Lewis,LB,2017,62
00-0033477,LaTroy Lewis,LB,2018,65
00-0033477,LaTroy Lewis,LB,2019,61
00-0033402,Malcolm Lewis,WR,,
00-0024243,Marcedes Lewis,TE,2016,76
00-0024243,Marcedes Lewis,TE,2017,77
00-0024243,Marcedes Lewis,TE,2018,82
00-0024243,Marcedes Lewis,TE,2019,77
00-0024243,Marcedes Lewis,TE,2020,76
00-0024243,Marcedes Lewis,TE,2021,79
00-0024243,Marcedes Lewis,TE,2022,78
00-0033617,Marquavius Lewis,DL,2017,61
00-0030268,Patrick Lewis,OL,2016,70
00-0030268,Patrick Lewis,OL,2017,70
00-0032659,Roger Lewis,WR,2016,62
00-0032659,Roger Lewis,WR,2017,67
00-0032659,Roger Lewis,WR,2018,72
00-0036419,Terrell Lewis,LB,2020,67
00-0036419,Terrell Lewis,LB,2021,69
00-0036419,Terrell Lewis,LB,2022,69
00-0036419,Terrell Lewis,LB,2023,63
00-0027253,Thad Lewis,QB,2016,65
00-0032881,Tommylee Lewis,WR,2017,62
00-0032881,Tommylee Lewis,WR,2018,65
00-0032881,Tommylee Lewis,WR,2019,65
00-0032881,Tommylee Lewis,WR,2020,64
00-0034359,Tyquan Lewis,DL,2018,75
00-0034359,Tyquan Lewis,DL,2019,72
00-0034359,Tyquan Lewis,DL,2020,71
00-0034359,Tyquan Lewis,DL,2021,74
00-0034359,Tyquan Lewis,DL,2022,74
00-0034359,Tyquan Lewis,DL,2023,72
00-0033608,Ryan Lewis,DB,2019,67
00-0033608,Ryan Lewis,DB,2020,68
00-0036021,Zane Lewis,DB,,
00-0029696,Chris Lewis-Harris,DB,2016,67
00-0029696,Chris Lewis-Harris,DB,2016,74
00-0029696,Chris Lewis-Harris,DB,2017,68
00-0029696,Chris Lewis-Harris,DB,2018,68
00-0029894,Kapron Lewis-Moore,DL,2016,60
00-0029894,Kapron Lewis-Moore,DL,2017,61
00-0029894,Kapron Lewis-Moore,DL,2018,69
00-0029894,Kapron Lewis-Moore,DL,2019,65
00-0026248,Kory Lichtensteiger,OL,2016,71
00-0031722,Michael Liedtke,OL,,
00-0033743,Jeremy Liggins,DL,,
00-0034038,Justice Liggins,WR,2019,60
00-0034186,Alex Light,OL,2019,52
00-0034186,Alex Light,OL,2020,52
00-0037838,Isaiah Likely,TE,2022,66
00-0037838,Isaiah Likely,TE,2023,72
00-0039753,Beaux Limmer,OL,,
00-0031369,Brandon Linder,OL,2016,77
00-0031369,Brandon Linder,OL,2017,85
00-0031369,Brandon Linder,OL,2018,89
00-0031369,Brandon Linder,OL,2019,86
00-0031369,Brandon Linder,OL,2020,87
00-0031369,Brandon Linder,OL,2021,83
00-0037825,Tyler Linderbaum,OL,2022,74
00-0037825,Tyler Linderbaum,OL,2023,80
00-0034109,Phillip Lindsay,RB,2019,86
00-0034109,Phillip Lindsay,RB,2020,85
00-0034109,Phillip Lindsay,RB,2021,74
00-0034109,Phillip Lindsay,RB,2022,72
00-0038763,Tyjon Lindsey,WR,,
00-0037572,Alec Lindstrom,OL,2022,61
00-0037572,Alec Lindstrom,OL,2023,61
00-0035630,Chris Lindstrom,OL,2019,70
00-0035630,Chris Lindstrom,OL,2020,72
00-0035630,Chris Lindstrom,OL,2021,82
00-0035630,Chris Lindstrom,OL,2022,84
00-0035630,Chris Lindstrom,OL,2023,93
00-0029931,Zach Line,RB,2016,72
00-0029931,Zach Line,RB,2018,73
00-0029931,Zach Line,RB,2019,74
00-0027469,Jeffrey Linkenbach,OL,2016,72
00-0031019,Corey Linsley,OL,2016,80
00-0031019,Corey Linsley,OL,2017,82
00-0031019,Corey Linsley,OL,2018,77
00-0031019,Corey Linsley,OL,2019,80
00-0031019,Corey Linsley,OL,2020,78
00-0031019,Corey Linsley,OL,2021,89
00-0031019,Corey Linsley,OL,2022,91
00-0031019,Corey Linsley,OL,2023,88
00-0031594,Tony Lippett,DB,2016,65
00-0031594,Tony Lippett,DB,2017,76
00-0031594,Tony Lippett,DB,2018,77
00-0031594,Tony Lippett,DB,2019,66
00-0035887,Kalija Lipscomb,WR,,
00-0027826,Sean Lissemore,DL,2016,72
00-0032957,Kolby Listenbee,WR,2016,66
00-0027997,Greg Little,WR,2016,68
00-0035694,Greg Little,OL,2019,65
00-0035694,Greg Little,OL,2020,69
00-0035694,Greg Little,OL,2021,68
00-0035694,Greg Little,OL,2022,67
00-0035694,Greg Little,OL,2023,65
00-0036975,Walker Little,OL,2021,67
00-0036975,Walker Little,OL,2022,68
00-0036975,Walker Little,OL,2023,68
00-0032677,Cory Littleton,LB,2017,62
00-0032677,Cory Littleton,LB,2018,68
00-0032677,Cory Littleton,LB,2019,75
00-0032677,Cory Littleton,LB,2020,78
00-0032677,Cory Littleton,LB,2021,74
00-0032677,Cory Littleton,LB,2022,71
00-0032677,Cory Littleton,LB,2023,70
00-0034291,Chase Litton,QB,2019,45
00-0039352,Marist Liufau,LB,,
00-0027956,Corey Liuget,DL,2016,80
00-0027956,Corey Liuget,DL,2017,80
00-0027956,Corey Liuget,DL,2018,83
00-0036965,Damon Lloyd,LB,,
00-0037244,Devin Lloyd,LB,2022,73
00-0037244,Devin Lloyd,LB,2023,76
00-0039811,MarShawn Lloyd,RB,,
00-0027030,Phil Loadholt,OL,,
00-0035704,Drew Lock,QB,2019,67
00-0035704,Drew Lock,QB,2020,70
00-0035704,Drew Lock,QB,2021,66
00-0035704,Drew Lock,QB,2022,66
00-0035704,Drew Lock,QB,2023,64
00-0035227,P.J. Locke,DB,2021,63
00-0035227,P.J. Locke,DB,2022,63
00-0035227,P.J. Locke,DB,2023,68
00-0032211,Tyler Lockett,WR,2016,80
00-0032211,Tyler Lockett,WR,2017,80
00-0032211,Tyler Lockett,WR,2018,82
00-0032211,Tyler Lockett,WR,2019,87
00-0032211,Tyler Lockett,WR,2020,88
00-0032211,Tyler Lockett,WR,2021,88
00-0032211,Tyler Lockett,WR,2022,90
00-0032211,Tyler Lockett,WR,2023,89
00-0028442,Ricardo Lockette,WR,,
00-0035475,DaMarkus Lodge,WR,2019,62
00-0035475,DaMarkus Lodge,WR,2020,62
00-0032883,Mitchell Loewen,DL,2018,72
00-0032883,Mitchell Loewen,DL,2019,66
00-0026177,Curtis Lofton,LB,,
00-0030507,Bennie Logan,DL,2016,78
00-0030507,Bennie Logan,DL,2017,78
00-0030507,Bennie Logan,DL,2018,79
00-0033789,T.J. Logan,RB,2017,69
00-0033789,T.J. Logan,RB,2018,72
00-0033789,T.J. Logan,RB,2019,71
00-0033789,T.J. Logan,RB,2020,70
00-0039400,Zion Logue,DL,,
00-0033186,Boseko Lokombo,LB,,
00-0037238,Drake London,WR,2022,75
00-0037238,Drake London,WR,2023,80
00-0036204,Lacale London,DL,2022,59
00-0036204,Lacale London,DL,2022,59
00-0036204,Lacale London,DL,2023,61
00-0036204,Lacale London,DL,2023,61
00-0036204,LaCale London,DL,2022,59
00-0036204,LaCale London,DL,2022,59
00-0036204,LaCale London,DL,2023,61
00-0036204,LaCale London,DL,2023,61
00-0026142,Chris Long,DL,2016,77
00-0026142,Chris Long,DL,2017,80
00-0026142,Chris Long,DL,2018,81
00-0035292,David Long,LB,2019,60
00-0035292,David Long,LB,2019,60
00-0035292,David Long,LB,2020,63
00-0035292,David Long,LB,2020,63
00-0035292,David Long,LB,2021,71
00-0035292,David Long,LB,2021,71
00-0035292,David Long,LB,2022,71
00-0035292,David Long,LB,2022,71
00-0035292,David Long,LB,2023,78
00-0035292,David Long,LB,2023,78
00-0035665,David Long,DB,2019,69
00-0035665,David Long,DB,2020,71
00-0035665,David Long,DB,2021,74
00-0035665,David Long,DB,2022,74
00-0035665,David Long,DB,2023,74
00-0035292,David Long Jr.,LB,2019,60
00-0035292,David Long Jr.,LB,2019,60
00-0035292,David Long Jr.,LB,2020,63
00-0035292,David Long Jr.,LB,2020,63
00-0035292,David Long Jr.,LB,2021,71
00-0035292,David Long Jr.,LB,2021,71
00-0035292,David Long Jr.,LB,2022,71
00-0035292,David Long Jr.,LB,2022,71
00-0035292,David Long Jr.,LB,2023,78
00-0035292,David Long Jr.,LB,2023,78
00-0032035,Deon Long,WR,2016,64
00-0037004,Hunter Long,TE,2021,66
00-0037004,Hunter Long,TE,2022,66
00-0037004,Hunter Long,TE,2023,65
00-0025820,Jake Long,OL,,
00-0030441,Kyle Long,OL,2016,79
00-0030441,Kyle Long,OL,2017,80
00-0030441,Kyle Long,OL,2018,79
00-0030441,Kyle Long,OL,2019,79
00-0030441,Kyle Long,OL,2021,76
00-0031047,Spencer Long,OL,2016,72
00-0031047,Spencer Long,OL,2017,78
00-0031047,Spencer Long,OL,2018,74
00-0031047,Spencer Long,OL,2019,63
00-0031047,Spencer Long,OL,2020,64
00-0032470,Steve Longa,LB,2016,58
00-0032470,Steve Longa,LB,2017,62
00-0032470,Steve Longa,LB,2018,67
00-0032470,Steve Longa,LB,2019,63
00-0031814,Matt Longacre,LB,2016,63
00-0031814,Matt Longacre,LB,2017,63
00-0031814,Matt Longacre,LB,2018,71
00-0029278,Joe Looney,OL,2016,64
00-0029278,Joe Looney,OL,2017,66
00-0029278,Joe Looney,OL,2018,64
00-0029278,Joe Looney,OL,2019,69
00-0029278,Joe Looney,OL,2020,69
00-0034284,James Looney,DL,2018,68
00-0034284,James Looney,DL,2019,63
00-0036568,Roy Lopez,DL,2021,68
00-0036568,Roy Lopez,DL,2022,69
00-0036568,Roy Lopez,DL,2023,70
00-0032036,Derrick Lott,DL,,
00-0030210,John Lotulelei,LB,2016,65
00-0030210,John Lotulelei,LB,2017,65
00-0030455,Star Lotulelei,DL,2016,79
00-0030455,Star Lotulelei,DL,2017,75
00-0030455,Star Lotulelei,DL,2018,76
00-0030455,Star Lotulelei,DL,2019,74
00-0030455,Star Lotulelei,DL,2020,73
00-0030455,Star Lotulelei,DL,2021,72
00-0036843,Isaiahh Loudermilk,DL,2021,63
00-0036843,Isaiahh Loudermilk,DL,2022,63
00-0036843,Isaiahh Loudermilk,DL,2023,63
00-0032502,Lamar Louis,LB,2016,50
00-0032502,Lamar Louis,LB,2017,54
00-0026961,Lance Louis,OL,,
00-0033079,Ricardo Louis,WR,2016,64
00-0033079,Ricardo Louis,WR,2017,66
00-0033079,Ricardo Louis,WR,2018,71
00-0033079,Ricardo Louis,WR,2019,70
00-0033079,Ricardo Louis,WR,2020,69
00-0031352,Al Louis-Jean,DB,,
00-0027236,Kyle Love,DL,2016,72
00-0027236,Kyle Love,DL,2017,72
00-0027236,Kyle Love,DL,2018,73
00-0027236,Kyle Love,DL,2019,68
00-0035256,Bryce Love,RB,2019,71
00-0035256,Bryce Love,RB,2020,71
00-0036264,Jordan Love,QB,2020,71
00-0036264,Jordan Love,QB,2021,68
00-0036264,Jordan Love,QB,2022,66
00-0036264,Jordan Love,QB,2023,70
00-0034974,Julian Love,DB,2019,69
00-0034974,Julian Love,DB,2020,73
00-0034974,Julian Love,DB,2021,76
00-0034974,Julian Love,DB,2022,76
00-0034974,Julian Love,DB,2023,80
00-0034511,Mike Love,DL,2019,63
00-0034511,Mike Love,DL,2020,64
00-0034511,Mike Love,DL,2022,64
00-0039475,Keni-H Lovely,DB,,
00-0039319,Fabien Lovett Sr.,DL,,
00-0035161,John Lovett,RB,2023,66
00-0037234,John Lovett,RB,2023,66
00-0037634,Duron Lowe,DB,2023,62
00-0037287,Vederian Lowe,OL,2022,62
00-0037287,Vederian Lowe,OL,2023,62
00-0026253,Dwight Lowery,DB,2016,79
00-0026253,Dwight Lowery,DB,2017,81
00-0032412,Dean Lowry,DL,2016,65
00-0032412,Dean Lowry,DL,2017,67
00-0032412,Dean Lowry,DL,2018,75
00-0032412,Dean Lowry,DL,2019,75
00-0032412,Dean Lowry,DL,2020,75
00-0032412,Dean Lowry,DL,2021,75
00-0032412,Dean Lowry,DL,2022,75
00-0032412,Dean Lowry,DL,2023,74
00-0033970,Shalom Luani,DB,2017,63
00-0033970,Shalom Luani,DB,2018,66
00-0033970,Shalom Luani,DB,2019,62
00-0033970,Shalom Luani,DB,2020,63
00-0031723,Jeff Luc,LB,,
00-0037812,Abraham Lucas,OL,2022,66
00-0037812,Abraham Lucas,OL,2023,77
00-0037321,Chase Lucas,DB,2022,65
00-0037321,Chase Lucas,DB,2023,65
00-0030725,Cornelius Lucas,OL,2016,70
00-0030725,Cornelius Lucas,OL,2017,69
00-0030725,Cornelius Lucas,OL,2018,67
00-0030725,Cornelius Lucas,OL,2019,56
00-0030725,Cornelius Lucas,OL,2020,59
00-0030725,Cornelius Lucas,OL,2021,71
00-0030725,Cornelius Lucas,OL,2022,71
00-0030725,Cornelius Lucas,OL,2023,70
00-0032797,Jordan Lucas,DB,2016,64
00-0032797,Jordan Lucas,DB,2017,63
00-0032797,Jordan Lucas,DB,2018,68
00-0032797,Jordan Lucas,DB,2019,69
00-0032797,Jordan Lucas,DB,2020,69
00-0031121,Marcus Lucas,TE,,
00-0032507,Marquis Lucas,OL,,
00-0038879,Corey Luciano,OL,,
00-0032447,Devin Lucien,WR,2016,63
00-0032447,Devin Lucien,WR,2017,63
00-0038451,Jeremy Lucien,DB,,
